City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
130,Coos Bay,US,2021-12-20 19:15:41,43.3665,-124.2179,54.14,98,90,4.61
131,Bethel,US,2021-12-20 19:15:41,41.3712,-73.414,37.49,41,1,6.91
132,Kappeln,DE,2021-12-20 19:15:41,54.6612,9.9313,35.51,81,17,8.05
133,Pevek,RU,2021-12-20 19:15:42,69.7008,170.3133,-13.32,87,100,20.2
134,Boueni,YT,2021-12-20 19:15:42,-12.9025,45.0761,82.38,72,97,3.87
135,Tiksi,RU,2021-12-20 19:15:43,71.6872,128.8694,-15.27,98,100,6.35
136,Woodward,US,2021-12-20 19:15:43,36.4337,-99.3904,54.63,35,1,9.22
137,Smithers,CA,2021-12-20 19:15:09,54.7804,-127.1743,9.88,89,100,0.63
138,Ponta Do Sol,PT,2021-12-20 19:07:17,32.6667,-17.1,71.01,94,92,17.38
139,San Patricio,US,2021-12-20 19:16:44,28.017,-97.5169,63.01,52,0,7.78
140,Pangoa,PE,2021-12-20 19:16:44,-12.1167,-73.0,81.66,72,98,3.02
141,Teya,RU,2021-12-20 19:16:45,60.3778,92.6267,-31.05,98,10,2.15
142,Camacha,PT,2021-12-20 19:16:45,33.0833,-16.3333,67.53,88,40,25.32
143,Chegem,RU,2021-12-20 19:16:46,43.2833,43.1333,12.33,86,81,8.39
144,Vostok,RU,2021-12-20 19:16:46,46.4856,135.8833,8.58,97,100,3.44
145,Pangnirtung,CA,2021-12-20 19:16:46,66.1451,-65.7125,6.8,78,90,16.11
146,Beterou,BJ,2021-12-20 19:16:47,9.1992,2.2586,81.7,22,1,5.39
147,Cervia,IT,2021-12-20 19:16:48,44.2657,12.3427,51.06,87,90,4.61
148,Sur,OM,2021-12-20 19:16:48,22.5667,59.5289,70.95,65,19,6.96
149,Redmond,US,2021-12-20 19:16:08,47.674,-122.1215,39.31,87,100,3.0
150,Arcata,US,2021-12-20 19:16:49,40.8665,-124.0828,58.12,62,75,1.99
151,Karratha,AU,2021-12-20 19:16:50,-20.7377,116.8463,85.44,57,9,6.42
152,Taltal,CL,2021-12-20 19:15:21,-25.4,-70.4833,66.7,75,60,6.24
153,Gat,IL,2021-12-20 19:16:50,31.61,34.7642,53.08,100,94,21.07
154,Chuy,UY,2021-12-20 19:16:51,-33.6971,-53.4616,77.74,57,73,10.78
155,Sao Francisco,BR,2021-12-20 19:16:51,-15.9486,-44.8644,80.19,81,78,4.05
156,Pundaguitan,PH,2021-12-20 19:16:51,6.3711,126.1689,81.19,76,100,9.13
157,Carutapera,BR,2021-12-20 19:16:52,-1.195,-46.02,84.94,65,100,9.73
158,Verkhnevilyuysk,RU,2021-12-20 19:16:52,63.4453,120.3167,-21.8,99,100,1.48
159,Sitka,US,2021-12-20 19:16:52,57.0531,-135.33,33.69,69,75,0.0
160,Georgetown,MY,2021-12-20 19:16:54,5.4112,100.3354,80.89,84,20,3.44
161,Hasaki,JP,2021-12-20 19:16:54,35.7333,140.8333,36.0,63,27,10.87
162,Norman Wells,CA,2021-12-20 19:16:55,65.282,-126.8329,-5.76,77,75,10.36
163,Inverell,AU,2021-12-20 19:16:55,-29.7833,151.1167,73.17,84,5,4.0
164,Wamba,NG,2021-12-20 19:16:55,8.9333,8.6,75.92,25,0,4.41
165,Kursenai,LT,2021-12-20 19:16:56,55.985,22.9189,19.65,62,100,13.27
166,Lakhtar,IN,2021-12-20 19:16:56,22.85,71.7833,64.74,26,22,5.73
167,Ust-Nera,RU,2021-12-20 19:16:57,64.5667,143.2,-38.24,99,100,1.99
168,Vokhma,RU,2021-12-20 19:16:57,58.9303,46.7586,8.87,94,100,9.13
169,Platteville,US,2021-12-20 19:16:57,42.7342,-90.4785,39.24,65,1,8.05
170,Kysyl-Syr,RU,2021-12-20 19:16:58,63.8986,122.7617,-41.98,100,73,3.94
171,Ilulissat,GL,2021-12-20 19:16:58,69.2167,-51.1,46.42,42,75,26.46
172,Runcu,RO,2021-12-20 19:16:58,45.1167,23.1333,30.7,76,24,4.61
173,Mamaku,NZ,2021-12-20 19:16:59,-38.1,176.0833,59.41,78,100,5.46
174,Smolensk,RU,2021-12-20 19:16:59,55.0,33.0,7.16,90,100,10.25
175,Banjarmasin,ID,2021-12-20 19:17:00,-3.3244,114.591,77.14,98,100,2.53
176,Benalla,AU,2021-12-20 19:17:00,-36.55,145.9833,52.99,63,5,3.36
177,Sola,VU,2021-12-20 19:17:00,-13.8833,167.55,80.33,76,100,4.92
178,Obo,CF,2021-12-20 19:17:01,5.3998,26.4869,79.79,35,97,5.68
179,Yellowknife,CA,2021-12-20 19:17:01,62.456,-114.3525,-28.71,78,20,4.61
180,Berlevag,NO,2021-12-20 19:17:01,70.8578,29.0864,28.35,50,75,8.05
181,Mwingi,KE,2021-12-20 19:17:02,-0.9344,38.0601,65.77,98,100,3.38
182,Da Lat,VN,2021-12-20 19:17:02,11.9465,108.4419,56.14,98,51,0.76
183,Ketchikan,US,2021-12-20 19:18:03,55.3422,-131.6461,27.07,80,1,9.22
184,Sobolevo,RU,2021-12-20 19:18:03,54.4299,31.8996,12.22,88,100,13.0
185,Piqua,US,2021-12-20 19:18:04,40.1448,-84.2424,44.56,65,0,11.03
186,Salalah,OM,2021-12-20 19:18:04,17.0151,54.0924,77.09,69,75,5.75
187,Yulara,AU,2021-12-20 19:18:04,-25.2406,130.9889,73.24,31,0,6.91
188,Chimbote,PE,2021-12-20 19:18:05,-9.0853,-78.5783,72.97,70,4,12.01
189,Faanui,PF,2021-12-20 19:18:05,-16.4833,-151.75,80.53,73,5,11.7
190,Lulea,SE,2021-12-20 19:18:05,65.5842,22.1547,14.07,92,0,8.05
191,Lata,PT,2021-12-20 19:18:06,40.1629,-8.3327,56.91,93,100,6.67
192,Acapulco,MX,2021-12-20 19:18:06,16.8634,-99.8901,85.82,58,40,9.22
193,Ostrovnoy,RU,2021-12-20 19:18:07,68.0531,39.5131,22.24,85,100,21.56
194,Ziro,IN,2021-12-20 19:18:07,27.6333,93.8333,33.58,64,0,2.75
195,Vihari,PK,2021-12-20 19:18:07,30.0333,72.35,57.38,14,0,4.7
196,Tuatapere,NZ,2021-12-20 19:18:07,-46.1333,167.6833,52.83,87,94,15.61
197,Lusambo,CD,2021-12-20 19:18:08,-4.9667,23.45,72.07,89,100,2.75
198,Barcelos,PT,2021-12-20 19:14:51,41.5388,-8.6151,57.34,90,100,8.05
199,East London,ZA,2021-12-20 19:18:08,-33.0153,27.9116,71.01,84,30,17.85
200,Kommunisticheskiy,RU,2021-12-20 19:18:09,61.6789,64.4819,-2.04,96,100,6.44
201,Antofagasta,CL,2021-12-20 19:13:38,-23.65,-70.4,69.08,70,97,8.84
202,Lanzhou,CN,2021-12-20 19:13:10,36.0564,103.7922,34.48,27,0,3.76
203,Takoradi,GH,2021-12-20 19:18:09,4.8845,-1.7554,81.1,73,34,9.15
204,Helong,CN,2021-12-20 19:18:10,42.5397,128.9972,22.28,71,17,13.87
205,Presidencia Roque Saenz Pena,AR,2021-12-20 19:18:10,-26.7852,-60.4388,98.65,44,40,18.41
206,Kavaratti,IN,2021-12-20 19:18:10,10.5669,72.642,80.51,67,94,3.47
207,Razdolinsk,RU,2021-12-20 19:18:11,58.4211,94.6658,-30.78,92,8,6.62
208,Cochrane,CA,2021-12-20 19:18:11,51.1834,-114.4687,13.69,75,1,6.91
209,San Antonio Ilotenango,GT,2021-12-20 19:18:11,15.0547,-91.2297,73.51,52,100,4.76
210,Saint-Francois,FR,2021-12-20 19:18:12,46.4154,3.9054,35.47,91,90,3.44
211,San Andres,CO,2021-12-20 19:18:12,12.5847,-81.7006,80.62,83,75,12.66
212,Sao Miguel Do Araguaia,BR,2021-12-20 19:16:51,-13.275,-50.1628,82.15,77,100,5.17
213,Mezhgorye,UA,2021-12-20 19:18:12,44.9667,34.4167,30.92,86,100,9.08
214,Christchurch,NZ,2021-12-20 19:18:13,-43.5333,172.6333,70.0,40,3,12.66
215,Gushi,CN,2021-12-20 19:18:13,34.6425,109.5843,42.49,31,0,3.74
216,Solnechnyy,RU,2021-12-20 19:18:13,50.7214,136.6319,-5.12,96,100,5.53
217,Pychas,RU,2021-12-20 19:18:14,56.5033,52.4409,29.05,91,84,9.93
218,Shahreza,IR,2021-12-20 19:18:14,32.0339,51.8794,51.28,64,57,13.13
219,Jiangyou,CN,2021-12-20 19:18:14,31.7667,104.7167,44.19,78,6,1.79
220,Kununurra,AU,2021-12-20 19:18:15,-15.7667,128.7333,78.78,83,100,0.0
221,Tono,JP,2021-12-20 19:18:15,39.3167,141.5333,34.14,99,100,3.33
222,Kalianget,ID,2021-12-20 19:18:16,-7.05,113.9333,81.05,79,100,9.24
223,Mar Del Plata,AR,2021-12-20 19:18:16,-38.0023,-57.5575,68.02,82,40,7.0
224,Panaba,MX,2021-12-20 19:18:16,21.2833,-88.2667,89.42,45,17,7.7
225,Arys,KZ,2021-12-20 19:18:17,42.4252,68.795,43.02,83,0,7.29
226,Yuzhnyy,RU,2021-12-20 19:18:17,53.2542,83.6936,26.98,93,75,11.18
227,Hofn,IS,2021-12-20 19:18:18,64.2539,-15.2082,28.42,100,0,5.75
228,Chinsali,ZM,2021-12-20 19:18:18,-10.5414,32.0816,65.52,95,100,7.34
229,Bulgan,MN,2021-12-20 19:18:18,48.8125,103.5347,7.83,87,90,1.05
230,Bardsir,IR,2021-12-20 19:19:19,29.9227,56.5743,48.25,43,100,7.09
231,Lebu,CL,2021-12-20 19:19:19,-37.6167,-73.65,61.88,74,6,19.53
232,Ambon,ID,2021-12-20 19:19:19,-3.6954,128.1814,77.14,94,40,4.61
233,Boralday,KZ,2021-12-20 19:19:20,43.3578,76.8594,28.26,100,90,4.47
234,Lahaina,US,2021-12-20 19:19:20,20.8783,-156.6825,74.95,88,34,12.17
235,Meridian,US,2021-12-20 19:19:21,43.6121,-116.3915,47.25,77,75,0.0
236,Moerai,PF,2021-12-20 19:19:21,-22.4333,-151.3333,78.24,68,100,15.39
237,Ngorongoro,TZ,2021-12-20 19:19:21,-3.2397,35.4875,54.61,93,100,4.29
238,Erzurum,TR,2021-12-20 19:19:22,40.0,41.5,31.68,95,100,0.65
239,Road Town,VG,2021-12-20 19:19:22,18.4167,-64.6167,80.69,78,40,10.36
240,Komsomolskiy,UZ,2021-12-20 19:19:22,40.4272,71.7189,34.52,86,19,2.3
241,Omaruru,NA,2021-12-20 19:19:23,-21.4333,15.9333,75.49,40,4,6.15
242,Alto Piquiri,BR,2021-12-20 19:19:23,-24.0281,-53.4406,94.39,28,5,2.13
243,Leua,SK,2021-12-20 19:19:23,48.2156,18.6071,36.5,79,9,12.48
244,Spoleto,IT,2021-12-20 19:19:24,42.7448,12.7374,46.02,75,100,2.28
245,Nanortalik,GL,2021-12-20 19:19:25,60.1432,-45.2371,41.43,77,25,31.34
246,Hervey Bay,AU,2021-12-20 19:19:25,-25.2986,152.8535,71.04,74,42,5.12
247,Emba,KZ,2021-12-20 19:19:26,48.8264,58.1442,29.71,89,98,14.88
248,Lincoln,US,2021-12-20 19:15:11,40.8,-96.667,37.78,58,1,4.0
249,Astaneh-Ye Ashrafiyeh,IR,2021-12-20 19:19:26,37.2596,49.9444,57.99,57,2,6.08
250,Torbay,CA,2021-12-20 19:19:27,47.6666,-52.7314,24.76,76,90,13.8
251,Manono,CD,2021-12-20 19:19:27,-7.3,27.4167,73.08,89,100,1.79
252,Mazatan,MX,2021-12-20 19:19:27,14.8667,-92.45,89.67,62,20,6.91
253,Tiznit,MA,2021-12-20 19:19:28,29.5833,-9.5,63.48,54,2,8.63
254,Paamiut,GL,2021-12-20 19:19:28,61.994,-49.6678,44.13,48,100,21.36
255,Port Blair,IN,2021-12-20 19:19:28,11.6667,92.75,78.3,75,39,6.26
256,Likasi,CD,2021-12-20 19:19:29,-10.9814,26.7333,64.72,97,100,1.05
257,Paita,PE,2021-12-20 19:19:29,-5.0892,-81.1144,79.36,77,100,10.25
258,Gunjur,GM,2021-12-20 19:19:29,13.2019,-16.7339,80.67,44,100,5.75
259,Coahuayana,MX,2021-12-20 19:19:30,18.7333,-103.6833,92.68,35,1,6.53
260,Kaitangata,NZ,2021-12-20 19:19:30,-46.2817,169.8464,61.93,49,26,14.41
261,Yerbogachen,RU,2021-12-20 19:19:31,61.2767,108.0108,-27.98,96,100,4.14
262,Enzan,JP,2021-12-20 19:19:31,35.7,138.7333,30.72,69,0,1.72
263,Juneau,US,2021-12-20 19:15:16,58.3019,-134.4197,26.22,89,90,4.61
264,Vestmannaeyjar,IS,2021-12-20 19:19:32,63.4427,-20.2734,41.23,83,22,9.57
265,Micheweni,TZ,2021-12-20 19:19:32,-4.9667,39.8333,81.28,83,100,8.05
266,Dunedin,NZ,2021-12-20 19:19:33,-45.8742,170.5036,60.17,54,0,12.15
267,Bintulu,MY,2021-12-20 19:19:34,3.1667,113.0333,77.41,88,20,0.0
268,Ilihan,PH,2021-12-20 19:19:35,13.6256,121.0753,78.1,87,9,8.59
269,Dongsheng,CN,2021-12-20 19:19:35,39.8161,109.9776,23.7,39,0,6.44
270,Nokaneng,BW,2021-12-20 19:19:35,-19.6667,22.2667,80.49,47,7,10.65
271,Evensk,RU,2021-12-20 19:19:36,61.95,159.2333,-10.89,78,100,1.28
272,Prince Rupert,CA,2021-12-20 19:19:36,54.3161,-130.3201,31.69,83,1,4.61
273,Epe,NG,2021-12-20 19:19:36,6.5841,3.9834,78.39,56,11,4.38
274,Pathein,MM,2021-12-20 19:19:37,16.7833,94.7333,69.87,92,0,5.21
275,Owando,CG,2021-12-20 19:19:37,-0.4819,15.8999,76.75,77,100,3.09
276,Chokurdakh,RU,2021-12-20 19:20:37,70.6333,147.9167,-5.06,96,100,13.71
277,Bonavista,CA,2021-12-20 19:20:38,48.6499,-53.1147,25.12,63,100,20.71
278,Fort Nelson,CA,2021-12-20 19:20:38,58.8053,-122.7002,-18.81,76,20,0.0
279,Aketi,CD,2021-12-20 19:20:38,2.7388,23.7833,78.71,49,100,2.06
280,Namatanai,PG,2021-12-20 19:20:39,-3.6667,152.4333,78.08,86,100,6.82
281,Lavrentiya,RU,2021-12-20 19:20:39,65.5833,-171.0,-8.45,93,20,7.4
282,Antalaha,MG,2021-12-20 19:20:40,-14.9003,50.2788,78.84,89,99,2.24
283,Znamenskoye,RU,2021-12-20 19:20:40,57.1281,73.8282,8.76,97,97,5.79
284,Hengyang,CN,2021-12-20 19:20:41,26.8881,112.615,49.6,87,100,1.01
285,Okahandja,NA,2021-12-20 19:20:41,-21.9833,16.9167,80.91,39,5,2.73
286,Kazachinskoye,RU,2021-12-20 19:20:41,57.6953,93.2761,-21.32,84,100,8.84
287,Bay Roberts,CA,2021-12-20 19:20:42,47.5999,-53.2648,25.52,70,100,5.99
288,Gazanjyk,TM,2021-12-20 19:20:42,39.2446,55.5154,55.2,45,100,4.43
289,Fairbanks,US,2021-12-20 19:20:43,64.8378,-147.7164,30.31,95,90,3.44
290,Provideniya,RU,2021-12-20 19:20:43,64.3833,-173.3,-1.12,97,47,10.8
291,Sainte-Maxime,FR,2021-12-20 19:20:44,43.3,6.6333,46.54,55,9,4.61
292,Charlottesville,US,2021-12-20 19:20:44,38.0293,-78.4767,46.47,44,1,3.0
293,Margate,GB,2021-12-20 19:20:44,51.3813,1.3862,44.69,78,100,1.99
