City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
527,Alice Springs,AU,80.15,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
532,Coahuayana,MX,87.28,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
537,Inhambane,MZ,76.41,overcast clouds,-23.865,35.3833,Oceano
538,Villa De San Antonio,HN,78.08,broken clouds,14.3167,-87.6167,Casa Marvin
548,Nacala,MZ,80.6,scattered clouds,-14.5428,40.6728,Nacala Plaza Business Design Hotel
549,Kralendijk,BQ,81.19,scattered clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
553,Santarem,BR,87.93,scattered clouds,-2.4431,-54.7083,Ecotur Lodge
554,Nouadhibou,MR,70.9,clear sky,20.931,-17.0347,El Medina
557,San Andres,CO,80.55,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
560,Cairns,AU,75.15,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
566,Lamu,KE,80.82,overcast clouds,-2.2717,40.902,Lamu House
567,Esmeralda,CU,77.94,broken clouds,21.8525,-78.1169,Centro de Pioneros Exploradores
569,Deneysville,ZA,66.6,broken clouds,-26.8908,28.0971,The VaalLookout
571,Panaba,MX,74.25,overcast clouds,21.2833,-88.2667,Hotel California
574,Plettenberg Bay,ZA,66.85,light rain,-34.0527,23.3716,Thanda Vista B&B
575,Kharan,PK,68.0,clear sky,28.5833,65.4167,Dil Aram Bangla
576,Impfondo,CG,85.39,broken clouds,1.6381,18.0667,Auberge La Place de Jules
579,Marsh Harbour,BS,71.58,broken clouds,26.5412,-77.0636,Abaco Beach Resort
580,Narrabri,AU,71.69,light rain,-30.3167,149.7833,Crossroads Hotel
581,West Bay,KY,82.08,broken clouds,19.3667,-81.4167,Calypso Cove
584,Kapit,MY,74.35,moderate rain,2.0167,112.9333,Hotel Meligai Kapit
585,Caranan,PH,76.23,overcast clouds,13.5167,123.0156,Regnim Bea Resort
589,Santa Maria,BR,79.9,broken clouds,-29.6842,-53.8069,Hotel Morotin
590,Bathsheba,BB,86.61,scattered clouds,13.2167,-59.5167,Atlantis Hotel
591,Angoche,MZ,81.95,broken clouds,-16.2325,39.9086,Guest House HESADA
599,Gulu,UG,80.35,overcast clouds,2.7746,32.299,ACHOLI INN
603,Itarema,BR,88.25,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
605,Harper,LR,83.91,broken clouds,4.375,-7.7169,Screensaver
606,Meulaboh,ID,77.58,broken clouds,4.1363,96.1285,Kost Pria
608,Mangrol,IN,70.43,few clouds,21.1167,70.1167,Hotel The Royal Honours
609,Neiafu,TO,79.48,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
610,Rameswaram,IN,79.09,few clouds,9.2833,79.3,Daiwik Hotels Rameswaram
613,Kotido,UG,78.84,overcast clouds,2.9806,34.1331,Loware Joseph Mukasa's Residence
614,San Antero,CO,81.54,broken clouds,9.3741,-75.7589,Villamarina Inn chale
618,Mahibadhoo,MV,82.31,overcast clouds,3.7833,72.9667,Omadhoo Inn
620,Wad Rawah,SD,78.58,scattered clouds,15.1603,33.1397,ود الترابي
625,Sao Joao Da Barra,BR,89.69,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
626,Atar,MR,82.2,scattered clouds,20.5169,-13.0499,Oumou Elghoura
628,Leeton,AU,67.42,clear sky,-34.5667,146.4,Historic Hydro Motor Inn
632,Jaisalmer,IN,69.19,clear sky,26.9147,70.9181,Hotel Fifu
633,Pondicherry,IN,74.77,clear sky,11.93,79.83,Villa Shanti for food lovers
637,Coquimbo,CL,67.21,broken clouds,-29.9533,-71.3436,Punto de encuentro
640,Samarai,PG,81.18,scattered clouds,-10.6167,150.6667,Nuli Sapi
641,Waingapu,ID,81.86,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
644,Bandundu,CD,81.34,overcast clouds,-3.3167,17.3667,Coja Color
646,Chimbote,PE,73.67,clear sky,-9.0853,-78.5783,Hotel Viera Chimbote
649,Banjar,ID,82.26,light rain,-8.19,114.9675,The Hamsa Resort
652,La Asuncion,VE,81.18,broken clouds,11.0333,-63.8628,Colinas de Matasiete
653,Ahuimanu,US,73.11,light rain,21.4447,-157.8378,Paradise Bay Resort
664,San Policarpo,PH,79.27,overcast clouds,12.1791,125.5072,Agapita M. Nicart
667,Mahuva,IN,70.97,scattered clouds,21.0914,71.7622,Hotel Blue Diamond.
668,Tual,ID,80.76,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
675,Ballina,AU,69.98,light rain,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
676,Barabai,ID,76.15,heavy intensity rain,-2.5833,115.3833,HOTEL BOURAQ INDAH PERMAI
677,Comodoro Rivadavia,AR,67.86,clear sky,-45.8667,-67.5,Austral Hotel
678,San Rafael,AR,83.95,scattered clouds,-34.6177,-68.3301,Hotel San Rafael
679,Noumea,NC,73.38,scattered clouds,-22.2763,166.4572,Hôtel Le Lagon
683,Makungu,TZ,68.04,overcast clouds,-8.7333,35.2833,Complex
689,Tomatlan,MX,83.61,clear sky,19.9333,-105.25,El Salvial
691,Morant Bay,JM,87.42,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
696,Antalaha,MG,79.11,clear sky,-14.9003,50.2788,Hotel Vitasoa
697,Matara,LK,75.97,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
698,Sampit,ID,75.87,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
701,Yulara,AU,75.04,scattered clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
703,Camacha,PT,67.53,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
705,Aracati,BR,89.62,few clouds,-4.5617,-37.7697,Motel Pousada Milleniun - Aracati-CE
706,Huarmey,PE,73.98,clear sky,-10.0681,-78.1522,Hotel Miramar
712,Nileshwar,IN,76.95,clear sky,12.25,75.1,Neeleshwar Hermitage
713,Olinda,BR,85.73,broken clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
